ID,Name,Sex,PeoplesCount,WhenPeoplesCount,Source
39181,обиди,Ж,23,25.06.2016 9:04:30,myData.biz
39182,обидиенс,Ж,2,25.06.2016 9:04:35,myData.biz
39183,овалия,Ж,0,25.06.2016 9:04:43,myData.biz
39184,овдокея,Ж,1,25.06.2016 9:04:51,myData.biz
39185,овдокия,Ж,0,25.06.2016 9:04:59,myData.biz
39186,овдотия,Ж,0,25.06.2016 9:05:07,myData.biz
39187,овдотья,Ж,0,25.06.2016 9:05:15,myData.biz
39188,огафья,Ж,1,25.06.2016 9:05:23,myData.biz
39189,огнемира,Ж,0,25.06.2016 9:05:31,myData.biz
39190,огнеслава,Ж,28,25.06.2016 9:05:40,myData.biz
39191,огняна,Ж,30,25.06.2016 9:05:49,myData.biz
39192,ографена,Ж,1,25.06.2016 9:05:56,myData.biz
39193,огрофена,Ж,3,25.06.2016 9:06:04,myData.biz
39194,огулгерек,Ж,15,25.06.2016 9:06:12,myData.biz
39195,огулсурай,Ж,4,25.06.2016 9:06:20,myData.biz
39196,одалис,Ж,2,25.06.2016 9:06:27,myData.biz
39197,одеда,Ж,1,25.06.2016 9:06:35,myData.biz
39198,одела,Ж,521,25.06.2016 9:06:44,myData.biz
39199,оделита,Ж,0,25.06.2016 9:06:52,myData.biz
39200,одесса,Ж,2000000,25.06.2016 9:07:00,myData.biz
39201,одетта,Ж,100,25.06.2016 9:07:08,myData.biz
39202,одила,Ж,9,25.06.2016 9:07:16,myData.biz
39203,одилия,Ж,23,25.06.2016 9:07:25,myData.biz
39204,одина,Ж,1000,25.06.2016 9:07:32,myData.biz
39205,одолея,Ж,1,25.06.2016 9:07:40,myData.biz
39206,оелен,Ж,0,25.06.2016 9:07:47,myData.biz
39207,ожега,Ж,3,25.06.2016 9:07:55,myData.biz
39208,озай,Ж,56,25.06.2016 9:08:04,myData.biz
39209,озара,Ж,8,25.06.2016 9:08:11,myData.biz
39210,озлем,Ж,65,25.06.2016 9:08:20,myData.biz
39211,озода,Ж,1000,25.06.2016 9:08:28,myData.biz
39212,озра,Ж,1000,25.06.2016 9:08:36,myData.biz
39213,озчан,Ж,2,25.06.2016 9:08:43,myData.biz
39214,оимгуль,Ж,2,25.06.2016 9:08:52,myData.biz
39215,оина,Ж,18,25.06.2016 9:09:01,myData.biz
39216,ойгене,Ж,1,25.06.2016 9:09:08,myData.biz
39217,океана,Ж,2000,25.06.2016 9:09:16,myData.biz
39218,оки,Ж,11000,25.06.2016 9:09:25,myData.biz
39219,окила,Ж,70,25.06.2016 9:09:32,myData.biz
39220,окимья,Ж,2,25.06.2016 9:09:40,myData.biz
39221,окрос,Ж,1,25.06.2016 9:09:47,myData.biz
39222,окси,Ж,4000,25.06.2016 9:09:56,myData.biz
39223,оксинья,Ж,122,25.06.2016 9:10:04,myData.biz
39224,октомира,Ж,0,25.06.2016 9:10:11,myData.biz
39225,олайда,Ж,0,25.06.2016 9:10:19,myData.biz
39226,олалья,Ж,2,25.06.2016 9:10:27,myData.biz
39227,олам,Ж,88,25.06.2016 9:10:36,myData.biz
39228,олвен,Ж,13,25.06.2016 9:10:44,myData.biz
39229,олвин,Ж,30,25.06.2016 9:10:53,myData.biz
39230,олг,Ж,3000,25.06.2016 9:11:00,myData.biz
39231,олга,Ж,4000,25.06.2016 9:11:08,myData.biz
39232,олдама,Ж,13,25.06.2016 9:11:19,myData.biz
39233,олексана,Ж,5,25.06.2016 9:11:24,myData.biz
39234,олеля,Ж,47,25.06.2016 9:11:32,myData.biz
39235,оленька,Ж,88000,25.06.2016 9:11:40,myData.biz
39236,олеса,Ж,51,25.06.2016 9:11:48,myData.biz
39237,олесана,Ж,4,25.06.2016 9:11:55,myData.biz
39238,олечка,Ж,79000,25.06.2016 9:12:04,myData.biz
39239,олёна,Ж,14000,25.06.2016 9:12:12,myData.biz
39240,олива,Ж,2000,25.06.2016 9:12:20,myData.biz
39241,олидия,Ж,2,25.06.2016 9:12:27,myData.biz
39242,олима,Ж,73,25.06.2016 9:12:36,myData.biz
39243,олимпиадора,Ж,0,25.06.2016 9:12:43,myData.biz
39244,олимпиодора,Ж,13,25.06.2016 9:12:54,myData.biz
39245,олина,Ж,3000,25.06.2016 9:13:00,myData.biz
39246,олино,Ж,11,25.06.2016 9:13:08,myData.biz
39247,олисава,Ж,42,25.06.2016 9:13:16,myData.biz
39248,олисавья,Ж,4,25.06.2016 9:13:24,myData.biz
39249,олмаз,Ж,34,25.06.2016 9:13:32,myData.biz
39250,ололо,Ж,5000,25.06.2016 9:13:40,myData.biz
39251,олуен,Ж,2,25.06.2016 9:13:48,myData.biz
39252,олуэн,Ж,2,25.06.2016 9:13:55,myData.biz
39253,олча,Ж,711,25.06.2016 9:14:04,myData.biz
39254,ольва,Ж,45,25.06.2016 9:14:12,myData.biz
39255,ольвия,Ж,652,25.06.2016 9:14:20,myData.biz
39256,ольгия,Ж,21,25.06.2016 9:14:29,myData.biz
39257,ольгуня,Ж,701,25.06.2016 9:14:36,myData.biz
39258,олька,Ж,58000,25.06.2016 9:14:44,myData.biz
39259,олюня,Ж,2000,25.06.2016 9:14:52,myData.biz
39260,олюша,Ж,685,25.06.2016 9:15:01,myData.biz
39261,олюшка,Ж,5000,25.06.2016 9:15:08,myData.biz
39262,ома,Ж,17000,25.06.2016 9:15:16,myData.biz
39263,омайра,Ж,1,25.06.2016 9:15:23,myData.biz
39264,омега,Ж,10000,25.06.2016 9:15:32,myData.biz
39265,омелица,Ж,1,25.06.2016 9:15:39,myData.biz
39266,омеша,Ж,0,25.06.2016 9:15:47,myData.biz
39267,омина,Ж,337,25.06.2016 9:15:56,myData.biz
39268,омия,Ж,19,25.06.2016 9:16:04,myData.biz
39269,оморозо,Ж,0,25.06.2016 9:16:11,myData.biz
39270,онай,Ж,117,25.06.2016 9:16:20,myData.biz
39271,ондина,Ж,12,25.06.2016 9:16:28,myData.biz
39272,онейда,Ж,4,25.06.2016 9:16:36,myData.biz
39273,онести,Ж,7,25.06.2016 9:16:44,myData.biz
39274,они,Ж,0,25.06.2016 9:16:51,myData.biz
39275,ониа,Ж,2,25.06.2016 9:16:59,myData.biz
39276,онфиса,Ж,1,25.06.2016 9:17:07,myData.biz
39277,онфисья,Ж,0,25.06.2016 9:17:15,myData.biz
39278,оона,Ж,2,25.06.2016 9:17:23,myData.biz
39279,оони,Ж,3,25.06.2016 9:17:32,myData.biz
39280,опал,Ж,159,25.06.2016 9:17:40,myData.biz
39281,опра,Ж,155,25.06.2016 9:17:49,myData.biz
39282,опраксея,Ж,1,25.06.2016 9:17:55,myData.biz
39283,опраксинья,Ж,0,25.06.2016 9:18:03,myData.biz
39284,опросина,Ж,3,25.06.2016 9:18:11,myData.biz
39285,опросинья,Ж,0,25.06.2016 9:18:19,myData.biz
39286,орабела,Ж,0,25.06.2016 9:18:27,myData.biz
39287,оразгуль,Ж,248,25.06.2016 9:18:36,myData.biz
39288,оралеуда,Ж,0,25.06.2016 9:18:43,myData.biz
39289,оралия,Ж,0,25.06.2016 9:18:51,myData.biz
39290,орбелина,Ж,0,25.06.2016 9:18:59,myData.biz
39291,оргапина,Ж,0,25.06.2016 9:19:07,myData.biz
39292,орджоника,Ж,0,25.06.2016 9:19:15,myData.biz
39293,орена,Ж,44,25.06.2016 9:19:25,myData.biz
39294,ореозила,Ж,1,25.06.2016 9:19:31,myData.biz
39295,ориана,Ж,461,25.06.2016 9:19:41,myData.biz
39296,орианка,Ж,14,25.06.2016 9:19:48,myData.biz
39297,орианна,Ж,23,25.06.2016 9:19:57,myData.biz
39298,ориель,Ж,5,25.06.2016 9:20:04,myData.biz
39299,орин,Ж,287,25.06.2016 9:20:12,myData.biz
39300,орина,Ж,459,25.06.2016 9:20:20,myData.biz
39301,оринка,Ж,5,25.06.2016 9:20:27,myData.biz
39302,ориночка,Ж,5,25.06.2016 9:20:35,myData.biz
39303,оринька,Ж,1,25.06.2016 9:20:43,myData.biz
39304,ориня,Ж,0,25.06.2016 9:20:51,myData.biz
39305,ориола,Ж,244,25.06.2016 9:21:00,myData.biz
39306,орисечка,Ж,2,25.06.2016 9:21:07,myData.biz
39307,орисочка,Ж,0,25.06.2016 9:21:15,myData.biz
39308,оришечка,Ж,0,25.06.2016 9:21:23,myData.biz
39309,оришка,Ж,27,25.06.2016 9:21:34,myData.biz
39310,ориэль,Ж,7,25.06.2016 9:21:40,myData.biz
39311,орка,Ж,452,25.06.2016 9:21:48,myData.biz
39312,орла,Ж,952,25.06.2016 9:21:56,myData.biz
39313,орланда,Ж,27,25.06.2016 9:22:05,myData.biz
39314,орманда,Ж,0,25.06.2016 9:22:11,myData.biz
39315,орна,Ж,83,25.06.2016 9:22:20,myData.biz
39316,орнела,Ж,57,25.06.2016 9:22:28,myData.biz
39317,орнелла,Ж,578,25.06.2016 9:22:36,myData.biz
39318,оро,Ж,31000,25.06.2016 9:22:45,myData.biz
39319,ороста,Ж,15,25.06.2016 9:22:52,myData.biz
39320,орочка,Ж,5,25.06.2016 9:23:02,myData.biz
39321,ортруда,Ж,0,25.06.2016 9:23:07,myData.biz
39322,орфелинда,Ж,0,25.06.2016 9:23:15,myData.biz
39323,орынг,Ж,0,25.06.2016 9:23:23,myData.biz
39324,орынгуль,Ж,729,25.06.2016 9:23:32,myData.biz
39325,осанна,Ж,149,25.06.2016 9:23:41,myData.biz
39326,осия,Ж,149,25.06.2016 9:23:48,myData.biz
39327,осока,Ж,483,25.06.2016 9:23:56,myData.biz
39328,остромира,Ж,4,25.06.2016 9:24:04,myData.biz
39329,отава,Ж,126,25.06.2016 9:24:12,myData.biz
39330,отилия,Ж,53,25.06.2016 9:24:21,myData.biz
39331,оттолайн,Ж,0,25.06.2016 9:24:27,myData.biz
39332,оуэна,Ж,2,25.06.2016 9:24:35,myData.biz
39333,офелия,Ж,3000,25.06.2016 9:24:44,myData.biz
39334,офик,Ж,149,25.06.2016 9:24:52,myData.biz
39335,офимья,Ж,1,25.06.2016 9:24:59,myData.biz
39336,офира,Ж,7,25.06.2016 9:25:08,myData.biz
39337,офонасья,Ж,0,25.06.2016 9:25:15,myData.biz
39338,офра,Ж,48,25.06.2016 9:25:24,myData.biz
39339,офтоб,Ж,8,25.06.2016 9:25:32,myData.biz
39340,офык,Ж,1,25.06.2016 9:25:39,myData.biz
39341,охана,Ж,72,25.06.2016 9:25:48,myData.biz
39342,оханна,Ж,0,25.06.2016 9:25:55,myData.biz
39343,охара,Ж,386,25.06.2016 9:26:04,myData.biz
39344,охиста,Ж,13,25.06.2016 9:26:12,myData.biz
39345,охт,Ж,242,25.06.2016 9:26:20,myData.biz
39346,охун,Ж,11,25.06.2016 9:26:29,myData.biz
39347,очана,Ж,0,25.06.2016 9:26:35,myData.biz
39348,очкын,Ж,0,25.06.2016 9:26:43,myData.biz
39349,оюна,Ж,3000,25.06.2016 9:26:52,myData.biz
39350,оюшминада,Ж,0,25.06.2016 9:26:59,myData.biz
39351,оюшминальда,Ж,6,25.06.2016 9:27:07,myData.biz
39352,пабиола,Ж,1,25.06.2016 9:27:16,myData.biz
39353,пада,Ж,967,25.06.2016 9:27:24,myData.biz
39354,падма,Ж,40,25.06.2016 9:27:33,myData.biz
39355,падрика,Ж,2,25.06.2016 9:27:40,myData.biz
39356,паза,Ж,33,25.06.2016 9:27:50,myData.biz
39357,паззи,Ж,1,25.06.2016 9:27:55,myData.biz
39358,пазия,Ж,5,25.06.2016 9:28:03,myData.biz
39359,пайкар,Ж,30,25.06.2016 9:28:14,myData.biz
39360,пайлун,Ж,9,25.06.2016 9:28:20,myData.biz
39361,пайпер,Ж,459,25.06.2016 9:28:28,myData.biz
39362,пайса,Ж,6,25.06.2016 9:28:36,myData.biz
39363,пайцар,Ж,142,25.06.2016 9:28:44,myData.biz
39364,пака,Ж,4000,25.06.2016 9:28:52,myData.biz
39365,пакдаман,Ж,1,25.06.2016 9:28:59,myData.biz
39366,пакиза,Ж,208,25.06.2016 9:29:08,myData.biz
39367,пакс,Ж,465,25.06.2016 9:29:16,myData.biz
39368,пакта,Ж,8,25.06.2016 9:29:24,myData.biz
39369,пакуита,Ж,0,25.06.2016 9:29:31,myData.biz
39370,паладея,Ж,2,25.06.2016 9:29:39,myData.biz
39371,паладья,Ж,3,25.06.2016 9:29:48,myData.biz
39372,паласан,Ж,0,25.06.2016 9:29:55,myData.biz
39373,палаша,Ж,13,25.06.2016 9:30:04,myData.biz
39374,палила,Ж,0,25.06.2016 9:30:11,myData.biz
39375,паллада,Ж,2000,25.06.2016 9:30:20,myData.biz
39376,палладия,Ж,4,25.06.2016 9:30:27,myData.biz
39377,паллас,Ж,42,25.06.2016 9:30:36,myData.biz
39378,палома,Ж,180,25.06.2016 9:30:44,myData.biz
39379,пальма,Ж,66000,25.06.2016 9:30:52,myData.biz
39380,пам,Ж,4000,25.06.2016 9:31:00,myData.biz
39381,памала,Ж,1,25.06.2016 9:31:08,myData.biz
39382,памалла,Ж,0,25.06.2016 9:31:15,myData.biz
39383,памела,Ж,423,25.06.2016 9:31:25,myData.biz
39384,памелинн,Ж,0,25.06.2016 9:31:31,myData.biz
39385,памелла,Ж,122,25.06.2016 9:31:41,myData.biz
39386,памеллин,Ж,1,25.06.2016 9:31:48,myData.biz
39387,пами,Ж,41,25.06.2016 9:31:56,myData.biz
39388,памилла,Ж,1,25.06.2016 9:32:03,myData.biz
39389,памия,Ж,4,25.06.2016 9:32:11,myData.biz
39390,памук,Ж,35,25.06.2016 9:32:21,myData.biz
39391,панагуль,Ж,5,25.06.2016 9:32:27,myData.biz
39392,панг,Ж,20,25.06.2016 9:32:36,myData.biz
39393,пандара,Ж,10,25.06.2016 9:32:45,myData.biz
39394,панефиса,Ж,1,25.06.2016 9:32:52,myData.biz
39395,панзи,Ж,1,25.06.2016 9:33:00,myData.biz
39396,панзия,Ж,2,25.06.2016 9:33:07,myData.biz
39397,панна,Ж,328,25.06.2016 9:33:16,myData.biz
39398,панни,Ж,13,25.06.2016 9:33:25,myData.biz
39399,пансемна,Ж,1,25.06.2016 9:33:32,myData.biz
39400,панси,Ж,18,25.06.2016 9:33:40,myData.biz
39401,пансия,Ж,6,25.06.2016 9:33:47,myData.biz
39402,пантера,Ж,4000,25.06.2016 9:33:56,myData.biz
39403,паолабелла,Ж,1,25.06.2016 9:34:04,myData.biz
39404,папуша,Ж,2000,25.06.2016 9:34:12,myData.biz
39405,парадигма,Ж,454,25.06.2016 9:34:20,myData.biz
39406,парандзем,Ж,124,25.06.2016 9:34:29,myData.biz
39407,параскевгия,Ж,0,25.06.2016 9:34:35,myData.biz
39408,параскевья,Ж,1,25.06.2016 9:34:43,myData.biz
39409,парвана,Ж,411,25.06.2016 9:34:52,myData.biz
39410,парвани,Ж,22,25.06.2016 9:35:02,myData.biz
39411,парвати,Ж,41,25.06.2016 9:35:08,myData.biz
39412,парвиза,Ж,29,25.06.2016 9:35:17,myData.biz
39413,парвин,Ж,1000,25.06.2016 9:35:24,myData.biz
39414,парда,Ж,157,25.06.2016 9:35:33,myData.biz
39415,парзануш,Ж,1,25.06.2016 9:35:40,myData.biz
39416,парзик,Ж,5,25.06.2016 9:35:48,myData.biz
39417,паризад,Ж,4,25.06.2016 9:35:55,myData.biz
39418,париназ,Ж,1,25.06.2016 9:36:03,myData.biz
39419,парирух,Ж,2,25.06.2016 9:36:11,myData.biz
39420,париса,Ж,39,25.06.2016 9:36:20,myData.biz
39421,парисатида,Ж,1,25.06.2016 9:36:27,myData.biz
39422,паричехр,Ж,1,25.06.2016 9:36:35,myData.biz
39423,парминдер,Ж,4,25.06.2016 9:36:44,myData.biz
39424,парниян,Ж,0,25.06.2016 9:36:51,myData.biz
39425,парса,Ж,37,25.06.2016 9:37:01,myData.biz
39426,парсли,Ж,4,25.06.2016 9:37:08,myData.biz
39427,парта,Ж,580,25.06.2016 9:37:16,myData.biz
39428,партина,Ж,543,25.06.2016 9:37:24,myData.biz
39429,партия,Ж,8000,25.06.2016 9:37:32,myData.biz
39430,партов,Ж,56,25.06.2016 9:37:40,myData.biz
39431,парфениса,Ж,0,25.06.2016 9:37:47,myData.biz
39432,парфёна,Ж,64,25.06.2016 9:37:56,myData.biz
39433,пасифая,Ж,2,25.06.2016 9:38:04,myData.biz
39434,пасифика,Ж,3000,25.06.2016 9:38:13,myData.biz
39435,паскаль,Ж,2000,25.06.2016 9:38:20,myData.biz
39436,пат,Ж,16000,25.06.2016 9:38:28,myData.biz
39437,патил,Ж,43,25.06.2016 9:38:36,myData.biz
39438,патисия,Ж,0,25.06.2016 9:38:43,myData.biz
39439,патресия,Ж,0,25.06.2016 9:38:51,myData.biz
39440,патрика,Ж,851,25.06.2016 9:39:02,myData.biz
39441,патрина,Ж,3000,25.06.2016 9:39:08,myData.biz
39442,патрисия,Ж,511,25.06.2016 9:39:16,myData.biz
39443,патриша,Ж,16,25.06.2016 9:39:25,myData.biz
39444,патси,Ж,8,25.06.2016 9:39:32,myData.biz
39445,патти,Ж,126,25.06.2016 9:39:40,myData.biz
39446,патьма,Ж,8,25.06.2016 9:39:48,myData.biz
39447,пауда,Ж,8,25.06.2016 9:39:56,myData.biz
39448,пауза,Ж,168,25.06.2016 9:40:04,myData.biz
39449,паулетта,Ж,7,25.06.2016 9:40:11,myData.biz
39450,паулини,Ж,3,25.06.2016 9:40:19,myData.biz
39451,паулита,Ж,9,25.06.2016 9:40:28,myData.biz
39452,пахта,Ж,2000,25.06.2016 9:40:36,myData.biz
39453,пахтагуль,Ж,1,25.06.2016 9:40:44,myData.biz
39454,пахуздек,Ж,0,25.06.2016 9:40:51,myData.biz
39455,пацифика,Ж,14,25.06.2016 9:41:02,myData.biz
39456,пация,Ж,153,25.06.2016 9:41:08,myData.biz
39457,паш,Ж,1000,25.06.2016 9:41:16,myData.biz
39458,пашель,Ж,92,25.06.2016 9:41:24,myData.biz
39459,пег,Ж,38,25.06.2016 9:41:32,myData.biz
39460,пегги,Ж,68,25.06.2016 9:41:40,myData.biz
39461,пеггия,Ж,0,25.06.2016 9:41:47,myData.biz
39462,пей,Ж,541,25.06.2016 9:41:56,myData.biz
39463,пейги,Ж,0,25.06.2016 9:42:03,myData.biz
39464,пейдж,Ж,6000,25.06.2016 9:42:12,myData.biz
39465,пейшенс,Ж,23,25.06.2016 9:42:20,myData.biz
39466,пекола,Ж,2,25.06.2016 9:42:27,myData.biz
39467,пеладея,Ж,0,25.06.2016 9:42:35,myData.biz
39468,пелви,Ж,0,25.06.2016 9:42:43,myData.biz
39469,пеле,Ж,301,25.06.2016 9:42:52,myData.biz
39470,пелия,Ж,0,25.06.2016 9:42:59,myData.biz
39471,пен,Ж,6000,25.06.2016 9:43:08,myData.biz
39472,пеналопа,Ж,1,25.06.2016 9:43:15,myData.biz
39473,пендант,Ж,1,25.06.2016 9:43:23,myData.biz
39474,пенелопа,Ж,713,25.06.2016 9:43:32,myData.biz
39475,пензи,Ж,2,25.06.2016 9:43:40,myData.biz
39476,пенина,Ж,792,25.06.2016 9:43:48,myData.biz
39477,пенни,Ж,267,25.06.2016 9:43:56,myData.biz
39478,пенси,Ж,41,25.06.2016 9:44:04,myData.biz
39479,пеони,Ж,3,25.06.2016 9:44:11,myData.biz
39480,пепита,Ж,16,25.06.2016 9:44:21,myData.biz
39481,пеппер,Ж,232,25.06.2016 9:44:28,myData.biz
39482,пеппи,Ж,338,25.06.2016 9:44:37,myData.biz
39483,перване,Ж,73,25.06.2016 9:44:44,myData.biz
39484,первозора,Ж,0,25.06.2016 9:44:51,myData.biz
39485,первосрака,Ж,0,25.06.2016 9:45:00,myData.biz
39486,первуна,Ж,0,25.06.2016 9:45:07,myData.biz
39487,первуша,Ж,6,25.06.2016 9:45:17,myData.biz
39488,перди,Ж,10,25.06.2016 9:45:24,myData.biz
39489,пердита,Ж,0,25.06.2016 9:45:31,myData.biz
39490,перегрина,Ж,30,25.06.2016 9:45:40,myData.biz
39491,перегрия,Ж,1,25.06.2016 9:45:47,myData.biz
39492,перегуда,Ж,2000,25.06.2016 9:45:56,myData.biz
39493,передслава,Ж,1,25.06.2016 9:46:03,myData.biz
39494,перемила,Ж,2,25.06.2016 9:46:11,myData.biz
39495,перерода,Ж,0,25.06.2016 9:46:19,myData.biz
39496,пересвета,Ж,31,25.06.2016 9:46:28,myData.biz
39497,переслава,Ж,5,25.06.2016 9:46:36,myData.biz
39498,перидот,Ж,10,25.06.2016 9:46:44,myData.biz
39499,перис,Ж,433,25.06.2016 9:46:52,myData.biz
39500,перл,Ж,12000,25.06.2016 9:47:00,myData.biz
39501,перла,Ж,111,25.06.2016 9:47:09,myData.biz
39502,перлас,Ж,0,25.06.2016 9:47:15,myData.biz
39503,перли,Ж,56,25.06.2016 9:47:24,myData.biz
39504,перлина,Ж,803,25.06.2016 9:47:32,myData.biz
39505,перлия,Ж,0,25.06.2016 9:47:39,myData.biz
39506,перне,Ж,106,25.06.2016 9:47:48,myData.biz
39507,пернегуль,Ж,88,25.06.2016 9:47:56,myData.biz
39508,перпетуя,Ж,20,25.06.2016 9:48:04,myData.biz
39509,перса,Ж,72,25.06.2016 9:48:13,myData.biz
39510,персефона,Ж,100,25.06.2016 9:48:20,myData.biz
39511,персис,Ж,8,25.06.2016 9:48:27,myData.biz
39512,персиса,Ж,0,25.06.2016 9:48:35,myData.biz
39513,перуза,Ж,182,25.06.2016 9:48:44,myData.biz
39514,перуника,Ж,4,25.06.2016 9:48:52,myData.biz
39515,перфекта,Ж,25,25.06.2016 9:49:00,myData.biz
39516,першелла,Ж,0,25.06.2016 9:49:07,myData.biz
39517,песса,Ж,2,25.06.2016 9:49:15,myData.biz
39518,песте,Ж,2,25.06.2016 9:49:23,myData.biz
39519,пестеленья,Ж,0,25.06.2016 9:49:31,myData.biz
39520,пестелинья,Ж,0,25.06.2016 9:49:39,myData.biz
39521,пестимея,Ж,8,25.06.2016 9:49:48,myData.biz
39522,пета,Ж,108,25.06.2016 9:49:56,myData.biz
39523,петерина,Ж,70,25.06.2016 9:50:04,myData.biz
39524,петрозара,Ж,0,25.06.2016 9:50:12,myData.biz
39525,петромира,Ж,2,25.06.2016 9:50:20,myData.biz
39526,петрона,Ж,13,25.06.2016 9:50:29,myData.biz
39527,петронилла,Ж,11,25.06.2016 9:50:35,myData.biz
39528,петула,Ж,9,25.06.2016 9:50:44,myData.biz
39529,петуния,Ж,61,25.06.2016 9:50:52,myData.biz
39530,пеша,Ж,622,25.06.2016 9:51:00,myData.biz
39531,пикабо,Ж,1,25.06.2016 9:51:07,myData.biz
39532,пикси,Ж,596,25.06.2016 9:51:16,myData.biz
39533,пилар,Ж,9000,25.06.2016 9:51:24,myData.biz
39534,пиленция,Ж,0,25.06.2016 9:51:31,myData.biz
39535,пилипа,Ж,56,25.06.2016 9:51:41,myData.biz
39536,пина,Ж,281,25.06.2016 9:51:48,myData.biz
39537,пинар,Ж,865,25.06.2016 9:51:56,myData.biz
39538,пинк,Ж,552,25.06.2016 9:52:04,myData.biz
39539,пинна,Ж,3000,25.06.2016 9:52:12,myData.biz
39540,пип,Ж,1000,25.06.2016 9:52:20,myData.biz
39541,пипа,Ж,1000,25.06.2016 9:52:28,myData.biz
39542,пиппа,Ж,38,25.06.2016 9:52:36,myData.biz
39543,пиппи,Ж,12,25.06.2016 9:52:46,myData.biz
39544,пирдаз,Ж,20,25.06.2016 9:52:53,myData.biz
39545,пиритта,Ж,0,25.06.2016 9:53:00,myData.biz
39546,пирия,Ж,2,25.06.2016 9:53:07,myData.biz
39547,пирония,Ж,0,25.06.2016 9:53:15,myData.biz
39548,пируза,Ж,77,25.06.2016 9:53:24,myData.biz
39549,пируэта,Ж,0,25.06.2016 9:53:31,myData.biz
39550,пис,Ж,10000,25.06.2016 9:53:40,myData.biz
39551,писта,Ж,20,25.06.2016 9:53:50,myData.biz
39552,пистебадам,Ж,1,25.06.2016 9:53:55,myData.biz
39553,пистис,Ж,4,25.06.2016 9:54:03,myData.biz
39554,пита,Ж,403,25.06.2016 9:54:12,myData.biz
39555,питарра,Ж,0,25.06.2016 9:54:19,myData.biz
39556,питерина,Ж,46,25.06.2016 9:54:28,myData.biz
39557,пифия,Ж,42,25.06.2016 9:54:37,myData.biz
39558,пичес,Ж,1,25.06.2016 9:54:43,myData.biz
39559,пия,Ж,73,25.06.2016 9:54:54,myData.biz
39560,плаката,Ж,31,25.06.2016 9:55:00,myData.biz
39561,плакила,Ж,0,25.06.2016 9:55:07,myData.biz
39562,плакилла,Ж,3,25.06.2016 9:55:16,myData.biz
39563,плакса,Ж,2000,25.06.2016 9:55:24,myData.biz
39564,платина,Ж,987,25.06.2016 9:55:32,myData.biz
39565,плацида,Ж,0,25.06.2016 9:55:39,myData.biz
39566,плашетта,Ж,0,25.06.2016 9:55:47,myData.biz
39567,плинта,Ж,56,25.06.2016 9:55:56,myData.biz
39568,поздея,Ж,0,25.06.2016 9:56:03,myData.biz
39569,покахонтас,Ж,105,25.06.2016 9:56:12,myData.biz
39570,пола,Ж,6000,25.06.2016 9:56:20,myData.biz
39571,поладья,Ж,0,25.06.2016 9:56:27,myData.biz
39572,полактия,Ж,6,25.06.2016 9:56:35,myData.biz
39573,полева,Ж,3000,25.06.2016 9:56:44,myData.biz
39574,полета,Ж,978,25.06.2016 9:56:52,myData.biz
39575,поли,Ж,2000,25.06.2016 9:57:01,myData.biz
39576,полианна,Ж,131,25.06.2016 9:57:08,myData.biz
39577,полла,Ж,24,25.06.2016 9:57:17,myData.biz
39578,поллианна,Ж,77,25.06.2016 9:57:24,myData.biz
39579,полонея,Ж,1,25.06.2016 9:57:31,myData.biz
39580,полуница,Ж,3,25.06.2016 9:57:39,myData.biz
39581,польза,Ж,663,25.06.2016 9:57:48,myData.biz
39582,полюда,Ж,0,25.06.2016 9:57:55,myData.biz
39583,поля,Ж,26000,25.06.2016 9:58:04,myData.biz
39584,поляна,Ж,56000,25.06.2016 9:58:12,myData.biz
39585,помела,Ж,18,25.06.2016 9:58:20,myData.biz
39586,помона,Ж,11000,25.06.2016 9:58:29,myData.biz
39587,помпа,Ж,377,25.06.2016 9:58:36,myData.biz
39588,помпея,Ж,56,25.06.2016 9:58:44,myData.biz
39589,пони,Ж,9000,25.06.2016 9:58:52,myData.biz
39590,попи,Ж,63,25.06.2016 9:59:00,myData.biz
39591,поплия,Ж,10,25.06.2016 9:59:09,myData.biz
39592,поппи,Ж,138,25.06.2016 9:59:16,myData.biz
39593,пороша,Ж,32,25.06.2016 9:59:24,myData.biz
39594,портия,Ж,4,25.06.2016 9:59:31,myData.biz
39595,порча,Ж,176,25.06.2016 9:59:40,myData.biz
39596,порше,Ж,514,25.06.2016 9:59:48,myData.biz
39597,поси,Ж,19,25.06.2016 9:59:57,myData.biz
39598,потамия,Ж,3,25.06.2016 10:00:04,myData.biz
39599,потана,Ж,9,25.06.2016 10:00:12,myData.biz
39600,потвора,Ж,8,25.06.2016 10:00:20,myData.biz
39601,потенциана,Ж,0,25.06.2016 10:00:27,myData.biz
39602,потреба,Ж,169,25.06.2016 10:00:36,myData.biz
39603,поузи,Ж,18,25.06.2016 10:00:45,myData.biz
39604,пош,Ж,392,25.06.2016 10:00:52,myData.biz
39605,поэма,Ж,83,25.06.2016 10:01:00,myData.biz
39606,поэтри,Ж,7,25.06.2016 10:01:07,myData.biz
39607,правдина,Ж,3000,25.06.2016 10:01:16,myData.biz
39608,правдомира,Ж,0,25.06.2016 10:01:23,myData.biz
39609,православа,Ж,0,25.06.2016 10:01:32,myData.biz
39610,праздносвета,Ж,1,25.06.2016 10:01:39,myData.biz
39611,прайор,Ж,3000,25.06.2016 10:01:48,myData.biz
39612,праксея,Ж,0,25.06.2016 10:01:55,myData.biz
39613,праксима,Ж,0,25.06.2016 10:02:03,myData.biz
